Sword	Refinement	Artifact set	Mainstats	E optimized substat ATK%/DEF%/CR/CD	Rotation optimized substat ATK%/DEF%/CR/CD	E optimized damage	Rotation optimized damage
Festering Desire	1	2-gamb-2-petra	ATK%/GEO/CR	0/20/0/0	0/20/0/0	12341.729702937602	238934.61277202214
Festering Desire	2	2-gamb-2-petra	ATK%/GEO/CR	0/20/0/0	0/19/0/1	12637.599193497603	243802.68956812072
Festering Desire	3	2-gamb-2-petra	ATK%/GEO/CR	0/20/0/0	0/19/0/1	12936.170688537604	248800.31198509297
Festering Desire	4	2-gamb-2-petra	ATK%/GEO/CR	0/20/0/0	0/18/0/2	13237.444188057603	253853.67903763748
Festering Desire	5	2-gamb-2-petra	ATK%/GEO/CR	0/20/0/0	0/18/0/2	13541.419692057603	259054.9638996711
Festering Desire	1	2-glad-2-petra	ATK%/GEO/CD	0/17/3/0	0/11/9/0	11003.120541372213	233409.3865761413
Festering Desire	2	2-glad-2-petra	ATK%/GEO/CD	0/17/3/0	0/11/9/0	11369.272744555317	239066.74341327662
Festering Desire	3	2-glad-2-petra	ATK%/GEO/CD	0/18/2/0	0/11/9/0	11742.495760274227	244805.41271268117
Festering Desire	4	2-glad-2-petra	ATK%/GEO/CD	0/18/2/0	0/12/8/0	12125.091000031029	250638.0320413555
Festering Desire	5	2-glad-2-petra	ATK%/GEO/CD	0/18/2/0	0/12/8/0	12513.675940385587	256638.0436044389
Festering Desire	1	2-glad-2-no	ATK%/GEO/CD	0/17/3/0	0/10/10/0	10203.475153191092	221597.7858841075
Festering Desire	2	2-glad-2-no	ATK%/GEO/CD	0/17/3/0	0/10/10/0	10558.725733298996	227011.0065180235
Festering Desire	3	2-glad-2-no	ATK%/GEO/CD	0/18/2/0	0/11/9/0	10920.959209881907	232583.2847520125
Festering Desire	4	2-glad-2-no	ATK%/GEO/CD	0/18/2/0	0/11/9/0	11292.323761017906	238250.8056469314
Festering Desire	5	2-glad-2-no	ATK%/GEO/CD	0/18/2/0	0/11/9/0	11669.678012751663	243999.63900411964
Festering Desire	1	2-petra-2-no	ATK%/GEO/CD	0/17/3/0	0/11/9/0	11003.120541372213	231598.31567460555
Festering Desire	2	2-petra-2-no	ATK%/GEO/CD	0/17/3/0	0/11/9/0	11369.272744555317	237195.363031858
Festering Desire	3	2-petra-2-no	ATK%/GEO/CD	0/18/2/0	0/11/9/0	11742.495760274227	242872.85603098126
Festering Desire	4	2-petra-2-no	ATK%/GEO/CD	0/18/2/0	0/12/8/0	12125.091000031029	248692.1740954396
Festering Desire	5	2-petra-2-no	ATK%/GEO/CD	0/18/2/0	0/12/8/0	12513.675940385587	254630.2292198832
Festering Desire	1	2-def-2-glad	ATK%/GEO/CD	0/15/5/0	0/9/11/0	11228.686006010454	228744.3988610197
Festering Desire	2	2-def-2-glad	ATK%/GEO/CD	0/15/5/0	0/9/11/0	11612.448862950585	234680.0676687655
Festering Desire	3	2-def-2-glad	ATK%/GEO/CD	0/16/4/0	0/9/11/0	12003.59086741603	240701.82655651175
Festering Desire	4	2-def-2-glad	ATK%/GEO/CD	0/16/4/0	0/10/10/0	12403.697459428655	246842.04510336346
Festering Desire	5	2-def-2-glad	ATK%/GEO/CD	0/16/4/0	0/10/10/0	12810.07002556378	253120.72320394454
Festering Desire	1	2-def-2-no	ATK%/GEO/CD	0/15/5/0	0/9/11/0	11228.686006010454	227623.42121526928
Festering Desire	2	2-def-2-no	ATK%/GEO/CD	0/15/5/0	0/9/11/0	11612.448862950585	233505.52942838488
Festering Desire	3	2-def-2-no	ATK%/GEO/CD	0/16/4/0	0/9/11/0	12003.59086741603	239472.9508864001
Festering Desire	4	2-def-2-no	ATK%/GEO/CD	0/16/4/0	0/10/10/0	12403.697459428655	245585.35877713794
Festering Desire	5	2-def-2-no	ATK%/GEO/CD	0/16/4/0	0/10/10/0	12810.07002556378	251808.93297068853
Festering Desire	1	2-def-2-petra	ATK%/GEO/CD	0/15/5/0	0/9/11/0	12108.677072312215	240763.04622857814
Festering Desire	2	2-def-2-petra	ATK%/GEO/CD	0/15/5/0	0/9/11/0	12503.885571979545	246805.1167758804
Festering Desire	3	2-def-2-petra	ATK%/GEO/CD	0/16/4/0	0/10/10/0	12906.569117221648	253015.85754269912
Festering Desire	4	2-def-2-petra	ATK%/GEO/CD	0/16/4/0	0/10/10/0	13318.424410713955	259316.20223680418
Festering Desire	5	2-def-2-petra	ATK%/GEO/CD	0/16/4/0	0/10/10/0	13736.54567832876	265704.2846458286
Festering Desire	1	2-gamb-2-glad	ATK%/GEO/CD	0/18/2/0	0/12/8/0	10739.638119475012	218855.76774414073
Festering Desire	2	2-gamb-2-glad	ATK%/GEO/CD	0/18/2/0	0/12/8/0	11097.398375769191	224371.12924033098
Festering Desire	3	2-gamb-2-glad	ATK%/GEO/CD	0/18/2/0	0/12/8/0	11460.898667447174	229967.1162054611
Festering Desire	4	2-gamb-2-glad	ATK%/GEO/CD	0/18/2/0	0/13/7/0	11830.138994508967	235683.15318006798
Festering Desire	5	2-gamb-2-glad	ATK%/GEO/CD	0/19/1/0	0/13/7/0	12208.815159910453	241529.35839464256
Festering Desire	1	2-gamb-2-no	ATK%/GEO/CD	0/18/2/0	0/12/8/0	10739.638119475012	217648.49209549118
Festering Desire	2	2-gamb-2-no	ATK%/GEO/CD	0/18/2/0	0/12/8/0	11097.398375769191	223110.7124880056
Festering Desire	3	2-gamb-2-no	ATK%/GEO/CD	0/18/2/0	0/12/8/0	11460.898667447174	228652.78151435914
Festering Desire	4	2-gamb-2-no	ATK%/GEO/CD	0/18/2/0	0/13/7/0	11830.138994508967	234345.3632883173
Festering Desire	5	2-gamb-2-no	ATK%/GEO/CD	0/19/1/0	0/13/7/0	12208.815159910453	240136.88408681587
Festering Desire	1	2-gamb-2-petra	ATK%/GEO/CD	0/18/2/0	0/12/8/0	11501.674882919315	229044.41695970754
Festering Desire	2	2-gamb-2-petra	ATK%/GEO/CD	0/18/2/0	0/12/8/0	11870.197705558132	234656.35354067018
Festering Desire	3	2-gamb-2-petra	ATK%/GEO/CD	0/18/2/0	0/13/7/0	12244.460563580758	240431.38496110437
Festering Desire	4	2-gamb-2-petra	ATK%/GEO/CD	0/18/2/0	0/13/7/0	12624.46345698719	246294.89472547942
Festering Desire	5	2-gamb-2-petra	ATK%/GEO/CD	0/19/1/0	0/13/7/0	13014.145975207977	252240.6775937134
Festering Desire	1	2-glad-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/19/1/0	15592.729471487999	275837.44006159354
Festering Desire	2	2-glad-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	16007.9111712	282391.23599636
Festering Desire	3	2-glad-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	16427.389335552	289016.27208912
Festering Desire	4	2-glad-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	16851.163964544	295709.16447508003
Festering Desire	5	2-glad-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/1/11/8	17279.235058176	302541.87659843545
Festering Desire	1	2-glad-2-no	DEF%/GEO/DEF%	0/20/0/0	0/19/1/0	14459.536922687998	258715.70153013855
Festering Desire	2	2-glad-2-no	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	14866.662751199998	265120.7103254222
Festering Desire	3	2-glad-2-no	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	15278.085044352	271940.36721954413
Festering Desire	4	2-glad-2-no	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	15693.803802143997	278851.29716858134
Festering Desire	5	2-glad-2-no	DEF%/GEO/DEF%	0/20/0/0	0/1/11/8	16113.819024575998	285922.00496686273
Festering Desire	1	2-petra-2-no	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	15592.729471487999	273668.38754431996
Festering Desire	2	2-petra-2-no	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	16007.9111712	280188.23947200004
Festering Desire	3	2-petra-2-no	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	16427.389335552	286775.56140928005
Festering Desire	4	2-petra-2-no	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	16851.163964544	293430.35335616005
Festering Desire	5	2-petra-2-no	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	17279.235058176	300152.61531264003
Festering Desire	1	2-def-2-glad	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	15317.090198784	268039.23451933096
Festering Desire	2	2-def-2-glad	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	15748.361481600003	275314.8156407904
Festering Desire	3	2-def-2-glad	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	16184.184039936003	282688.65622649057
Festering Desire	4	2-def-2-glad	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	16624.557873792	290160.7562764313
Festering Desire	5	2-def-2-glad	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	17069.482983168	297731.11579061276
Festering Desire	1	2-def-2-no	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	15317.090198784	265889.1969731623
Festering Desire	2	2-def-2-no	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	15748.361481600003	273114.2093301387
Festering Desire	3	2-def-2-no	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	16184.184039936003	280436.79820113885
Festering Desire	4	2-def-2-no	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	16624.557873792	287856.9635861627
Festering Desire	5	2-def-2-no	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	17069.482983168	295374.70548521023
Festering Desire	1	2-def-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	16517.489117184003	283222.1096030947
Festering Desire	2	2-def-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	16957.294041600006	290630.0779238655
Festering Desire	3	2-def-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	17401.650241536005	298135.6227586601
Festering Desire	4	2-def-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	17850.557716992003	305738.74410747836
Festering Desire	5	2-def-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/0/12/8	18304.016467968006	313439.44197032036
Festering Desire	1	2-gamb-2-glad	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	15510.946195583998	269630.73149652
Festering Desire	2	2-gamb-2-glad	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	15916.7900016	276024.40640831995
Festering Desire	3	2-gamb-2-glad	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	16326.806651136003	282483.82041612
Festering Desire	4	2-gamb-2-glad	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	16740.996144192	289008.9735199199
Festering Desire	5	2-gamb-2-glad	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	17159.358480768	295599.86571971996
Festering Desire	1	2-gamb-2-no	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	15510.946195583998	267959.49763925996
Festering Desire	2	2-gamb-2-no	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	15916.7900016	274319.50335
Festering Desire	3	2-gamb-2-no	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	16326.806651136003	280744.9019735401
Festering Desire	4	2-gamb-2-no	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	16740.996144192	287235.69350988
Festering Desire	5	2-gamb-2-no	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	17159.358480768	293791.87795902
Festering Desire	1	2-gamb-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	16611.533673984002	284607.88837776
Festering Desire	2	2-gamb-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	17025.201561600003	291090.5058
Festering Desire	3	2-gamb-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	17443.042292736005	297638.51613504003
Festering Desire	4	2-gamb-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	17865.055867392002	304251.91938288003
Festering Desire	5	2-gamb-2-petra	DEF%/GEO/DEF%	0/20/0/0	0/20/0/0	18291.242285568005	310930.71554352
Festering Desire	1	2-glad-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	12923.744949504002	248102.31967401603
Festering Desire	2	2-glad-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13267.860609600002	253690.14659209206
Festering Desire	3	2-glad-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13615.537314816002	259335.79855588803
Festering Desire	4	2-glad-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13966.775065152002	265039.27556540404
Festering Desire	5	2-glad-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	14321.573860608001	270800.57762064
Festering Desire	1	2-glad-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	11984.519299104	233794.150549641
Festering Desire	2	2-glad-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	12321.957999600003	239273.55550699204
Festering Desire	3	2-glad-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	12662.957745216003	244810.78551006305
Festering Desire	4	2-glad-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13007.518535951998	250405.840558854
Festering Desire	5	2-glad-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13355.640371808	256058.72065336502
Festering Desire	1	2-petra-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	12923.744949504002	246792.310365636
Festering Desire	2	2-petra-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13267.860609600002	252342.80941183202
Festering Desire	3	2-petra-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13615.537314816002	257950.747220148
Festering Desire	4	2-petra-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13966.775065152002	263616.12379058404
Festering Desire	5	2-petra-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	14321.573860608001	269338.93912314
Festering Desire	1	2-def-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	12842.072575199998	238705.46695382198
Festering Desire	2	2-def-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13203.65673	244512.30623530404
Festering Desire	3	2-def-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13569.056740800002	250380.42602982605
Festering Desire	4	2-def-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13938.272607599996	256309.82633738796
Festering Desire	5	2-def-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	14311.3043304	262300.50715799
Festering Desire	1	2-def-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	12842.072575199998	237922.80687276195
Festering Desire	2	2-def-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13203.65673	243696.842411184
Festering Desire	3	2-def-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13569.056740800002	249531.81227944602
Festering Desire	4	2-def-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13938.272607599996	255427.71647754795
Festering Desire	5	2-def-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	14311.3043304	261384.55500549
Festering Desire	1	2-def-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13848.5045952	253203.53818451197
Festering Desire	2	2-def-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	14217.243480000003	259091.82559138403
Festering Desire	3	2-def-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	14589.798220800003	265041.04732809606
Festering Desire	4	2-def-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	14966.168817599999	271051.203394648
Festering Desire	5	2-def-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	15346.355270400003	277122.2937910401
Festering Desire	1	2-gamb-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	12777.306040800002	239155.64229022205
Festering Desire	2	2-gamb-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13111.62417	244563.59787030402
Festering Desire	3	2-gamb-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13449.379723200003	250027.15748342607
Festering Desire	4	2-gamb-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13790.572700399998	255546.321129588
Festering Desire	5	2-gamb-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	14135.2031016	261121.08880879002
Festering Desire	1	2-gamb-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	12777.306040800002	238251.24111716202
Festering Desire	2	2-gamb-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13111.62417	243625.527496184
Festering Desire	3	2-gamb-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13449.379723200003	249055.07172504606
Festering Desire	4	2-gamb-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13790.572700399998	254539.87380374796
Festering Desire	5	2-gamb-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	14135.2031016	260079.93373229
Festering Desire	1	2-gamb-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	13683.926620800003	252034.80082891203
Festering Desire	2	2-gamb-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	14024.689920000003	257512.69567638403
Festering Desire	3	2-gamb-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	14368.890643200004	263045.8483736961
Festering Desire	4	2-gamb-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	14716.528790400002	268634.258920848
Festering Desire	5	2-gamb-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	15067.604361600002	274277.92731784005
Festering Desire	1	2-glad-2-petra	DEF%/GEO/CR	0/19/0/1	0/11/2/7	14835.849201737625	274421.10309870576
Festering Desire	2	2-glad-2-petra	DEF%/GEO/CR	0/18/0/2	0/11/2/7	15228.675617299661	281291.7521307038
Festering Desire	3	2-glad-2-petra	DEF%/GEO/CR	0/18/0/2	0/10/2/8	15633.52657080238	288285.7318028562
Festering Desire	4	2-glad-2-petra	DEF%/GEO/CR	0/17/0/3	0/10/2/8	16046.555528024988	295420.7671978846
Festering Desire	5	2-glad-2-petra	DEF%/GEO/CR	0/17/0/3	0/10/2/8	16469.542749349792	302648.5150517836
Festering Desire	1	2-glad-2-no	DEF%/GEO/CR	0/19/0/1	0/9/3/8	13757.662486495065	258540.23773911907
Festering Desire	2	2-glad-2-no	DEF%/GEO/CR	0/18/0/2	0/9/3/8	14142.981062834382	265239.0667583476
Festering Desire	3	2-glad-2-no	DEF%/GEO/CR	0/18/0/2	0/10/2/8	14539.7630513899	272044.5822694985
Festering Desire	4	2-glad-2-no	DEF%/GEO/CR	0/17/0/3	0/10/2/8	14944.456934067224	279005.7818041449
Festering Desire	5	2-glad-2-no	DEF%/GEO/CR	0/17/0/3	0/10/2/8	15358.73725816163	286059.6937976618
Festering Desire	1	2-petra-2-no	DEF%/GEO/CR	0/19/0/1	0/11/2/7	14835.849201737625	271418.52164540923
Festering Desire	2	2-petra-2-no	DEF%/GEO/CR	0/18/0/2	0/11/2/7	15228.675617299661	278231.8072537804
Festering Desire	3	2-petra-2-no	DEF%/GEO/CR	0/18/0/2	0/12/1/7	15633.52657080238	285180.40724894824
Festering Desire	4	2-petra-2-no	DEF%/GEO/CR	0/17/0/3	0/12/1/7	16046.555528024988	292249.3829863319
Festering Desire	5	2-petra-2-no	DEF%/GEO/CR	0/17/0/3	0/11/1/8	16469.542749349792	299410.3355588198
Festering Desire	1	2-def-2-glad	DEF%/GEO/CR	0/17/0/3	0/5/5/10	14782.303922007586	269068.47281408176
Festering Desire	2	2-def-2-glad	DEF%/GEO/CR	0/16/0/4	0/6/4/10	15211.421190631452	276290.58355774597
Festering Desire	3	2-def-2-glad	DEF%/GEO/CR	0/16/0/4	0/6/4/10	15653.509254658406	283671.7018815133
Festering Desire	4	2-def-2-glad	DEF%/GEO/CR	0/15/0/5	0/5/4/11	16104.014786923086	291179.74484774395
Festering Desire	5	2-def-2-glad	DEF%/GEO/CR	0/15/0/5	0/5/4/11	16564.771011398283	298824.9454632816
Festering Desire	1	2-def-2-no	DEF%/GEO/CR	0/17/0/3	0/5/5/10	14782.303922007586	266674.79406261776
Festering Desire	2	2-def-2-no	DEF%/GEO/CR	0/16/0/4	0/6/4/10	15211.421190631452	273891.0436467249
Festering Desire	3	2-def-2-no	DEF%/GEO/CR	0/16/0/4	0/6/4/10	15653.509254658406	281215.7034647553
Festering Desire	4	2-def-2-no	DEF%/GEO/CR	0/15/0/5	0/6/4/10	16104.014786923086	288639.88865806506
Festering Desire	5	2-def-2-no	DEF%/GEO/CR	0/15/0/5	0/7/3/10	16564.771011398283	296219.0256050915
Festering Desire	1	2-def-2-petra	DEF%/GEO/CR	0/17/0/3	0/7/4/9	15940.791690189999	283783.74128322763
Festering Desire	2	2-def-2-petra	DEF%/GEO/CR	0/16/0/4	0/6/4/10	16379.135202194766	291159.14463523193
Festering Desire	3	2-def-2-petra	DEF%/GEO/CR	0/16/0/4	0/6/4/10	16831.05508625257	298670.41453191114
Festering Desire	4	2-def-2-petra	DEF%/GEO/CR	0/15/0/5	0/7/3/10	17291.62649687317	306337.27213501855
Festering Desire	5	2-def-2-petra	DEF%/GEO/CR	0/15/0/5	0/7/3/10	17762.801701711567	314129.7965030468
Festering Desire	1	2-gamb-2-glad	DEF%/GEO/CR	0/20/0/0	0/16/0/4	14660.59617288	264342.16356939316
Festering Desire	2	2-gamb-2-glad	DEF%/GEO/CR	0/19/0/1	0/15/0/5	15035.870124786237	270866.59619408834
Festering Desire	3	2-gamb-2-glad	DEF%/GEO/CR	0/18/0/2	0/15/0/5	15418.830408548638	277480.2473098099
Festering Desire	4	2-gamb-2-glad	DEF%/GEO/CR	0/18/0/2	0/14/0/6	15814.273174157242	284271.7540160758
Festering Desire	5	2-gamb-2-glad	DEF%/GEO/CR	0/17/0/3	0/14/0/6	16216.24915909021	291153.35437609465
Festering Desire	1	2-gamb-2-no	DEF%/GEO/CR	0/20/0/0	0/16/0/4	14660.59617288	262265.1309668881
Festering Desire	2	2-gamb-2-no	DEF%/GEO/CR	0/19/0/1	0/15/0/5	15035.870124786237	268704.2318526988
Festering Desire	3	2-gamb-2-no	DEF%/GEO/CR	0/18/0/2	0/15/0/5	15418.830408548638	275271.44745409966
Festering Desire	4	2-gamb-2-no	DEF%/GEO/CR	0/18/0/2	0/14/0/6	15814.273174157242	281971.2102777774
Festering Desire	5	2-gamb-2-no	DEF%/GEO/CR	0/17/0/3	0/14/0/6	16216.24915909021	288803.4113337059
Festering Desire	1	2-gamb-2-petra	DEF%/GEO/CR	0/20/0/0	0/16/0/4	15700.84661088	277948.1587511555
Festering Desire	2	2-gamb-2-petra	DEF%/GEO/CR	0/19/0/1	0/15/0/5	16082.936289464946	284480.729241292
Festering Desire	3	2-gamb-2-petra	DEF%/GEO/CR	0/18/0/2	0/15/0/5	16472.989278777583	291195.55774484074
Festering Desire	4	2-gamb-2-petra	DEF%/GEO/CR	0/18/0/2	0/14/0/6	16876.1088841499	297997.9393438331
Festering Desire	5	2-gamb-2-petra	DEF%/GEO/CR	0/17/0/3	0/14/0/6	17285.92258647083	304985.4122556827
Festering Desire	1	2-glad-2-petra	DEF%/GEO/CD	0/12/8/0	0/7/13/0	14334.943339216281	273858.0193114391
Festering Desire	2	2-glad-2-petra	DEF%/GEO/CD	0/13/7/0	0/8/12/0	14788.66712337838	280811.90539682744
Festering Desire	3	2-glad-2-petra	DEF%/GEO/CD	0/13/7/0	0/8/12/0	15251.054790701264	287898.41527312744
Festering Desire	4	2-glad-2-petra	DEF%/GEO/CD	0/13/7/0	0/8/12/0	15720.204931903183	295080.8501579474
Festering Desire	5	2-glad-2-petra	DEF%/GEO/CD	0/13/7/0	0/9/11/0	16196.117546984142	302373.1954314882
Festering Desire	1	2-glad-2-no	DEF%/GEO/CD	0/12/8/0	0/7/13/0	13293.159666308118	258272.75415180426
Festering Desire	2	2-glad-2-no	DEF%/GEO/CD	0/13/7/0	0/7/13/0	13734.3419957611	264999.1907626168
Festering Desire	3	2-glad-2-no	DEF%/GEO/CD	0/13/7/0	0/8/12/0	14184.050024560782	271852.1274289962
Festering Desire	4	2-glad-2-no	DEF%/GEO/CD	0/13/7/0	0/8/12/0	14640.520527239501	278854.7029228412
Festering Desire	5	2-glad-2-no	DEF%/GEO/CD	0/13/7/0	0/8/12/0	15103.75350379726	285953.2034252062
Festering Desire	1	2-petra-2-no	DEF%/GEO/CD	0/12/8/0	0/8/12/0	14334.943339216281	270620.077240748
Festering Desire	2	2-petra-2-no	DEF%/GEO/CD	0/13/7/0	0/8/12/0	14788.66712337838	277547.4921213304
Festering Desire	3	2-petra-2-no	DEF%/GEO/CD	0/13/7/0	0/8/12/0	15251.054790701264	284569.96519003436
Festering Desire	4	2-petra-2-no	DEF%/GEO/CD	0/13/7/0	0/9/11/0	15720.204931903183	291689.80173473386
Festering Desire	5	2-petra-2-no	DEF%/GEO/CD	0/13/7/0	0/9/11/0	16196.117546984142	298994.6755507876
Festering Desire	1	2-def-2-glad	DEF%/GEO/CD	0/10/10/0	0/5/15/0	14461.841190191153	269075.58084120025
Festering Desire	2	2-def-2-glad	DEF%/GEO/CD	0/10/10/0	0/5/15/0	14933.7414950453	276312.50790995546
Festering Desire	3	2-def-2-glad	DEF%/GEO/CD	0/10/10/0	0/6/14/0	15412.588267416882	283669.0674813855
Festering Desire	4	2-def-2-glad	DEF%/GEO/CD	0/11/9/0	0/6/14/0	15902.041055534142	291183.1877432897
Festering Desire	5	2-def-2-glad	DEF%/GEO/CD	0/11/9/0	0/5/14/1	16399.043022808342	298811.3364343852
Festering Desire	1	2-def-2-no	DEF%/GEO/CD	0/10/10/0	0/5/15/0	14461.841190191153	266681.96859963174
Festering Desire	2	2-def-2-no	DEF%/GEO/CD	0/10/10/0	0/5/15/0	14933.7414950453	273862.18630214815
Festering Desire	3	2-def-2-no	DEF%/GEO/CD	0/10/10/0	0/6/14/0	15412.588267416882	281213.2938857703
Festering Desire	4	2-def-2-no	DEF%/GEO/CD	0/11/9/0	0/6/14/0	15902.041055534142	288669.9383041363
Festering Desire	5	2-def-2-no	DEF%/GEO/CD	0/11/9/0	0/6/14/0	16399.043022808342	296227.3656386244
Festering Desire	1	2-def-2-petra	DEF%/GEO/CD	0/10/10/0	0/5/15/0	15595.214324218674	283682.61405135057
Festering Desire	2	2-def-2-petra	DEF%/GEO/CD	0/10/10/0	0/6/14/0	16080.13925566802	291125.6403332122
Festering Desire	3	2-def-2-petra	DEF%/GEO/CD	0/10/10/0	0/6/14/0	16572.010654634803	298670.4698031851
Festering Desire	4	2-def-2-petra	DEF%/GEO/CD	0/11/9/0	0/6/14/0	17074.75794753519	306316.08218928025
Festering Desire	5	2-def-2-petra	DEF%/GEO/CD	0/11/9/0	0/7/13/0	17585.08760015707	314120.43535210774
Festering Desire	1	2-gamb-2-glad	DEF%/GEO/CD	0/13/7/0	0/8/12/0	14077.785125131275	261552.17303906413
Festering Desire	2	2-gamb-2-glad	DEF%/GEO/CD	0/13/7/0	0/8/12/0	14521.382257805055	268339.59849744895
Festering Desire	3	2-gamb-2-glad	DEF%/GEO/CD	0/13/7/0	0/9/11/0	14971.561550592241	275227.05878979026
Festering Desire	4	2-gamb-2-glad	DEF%/GEO/CD	0/13/7/0	0/9/11/0	15428.323003492838	282284.97647793364
Festering Desire	5	2-gamb-2-glad	DEF%/GEO/CD	0/14/6/0	0/9/11/0	15893.405587674242	289438.98930623964
